,MEblack,MEblack_p,MEblue,MEblue_p,MEgreen,MEgreen_p,MEturquoise,MEturquoise_p,MEred,MEred_p,MEbrown,MEbrown_p,MEyellow,MEyellow_p,MEgrey,MEgrey_p,module_colors
prkcsh,-0.442071343,0.044800329,-0.929889098,1.08E-09,0.516454157,0.016531646,0.984908438,6.16E-16,-0.19201541,0.404368205,-0.4749781,0.029565567,0.024355643,0.916540628,0.107296683,0.643416336,turquoise
aspscr1,-0.450135313,0.040602152,-0.913726435,7.26E-09,0.52971855,0.013521863,0.984905032,6.17E-16,-0.1401772,0.544486415,-0.441653703,0.045026565,0.031966681,0.890592702,0.151856779,0.511109525,turquoise
g11882,-0.168700457,0.464773729,0.544824643,0.010651668,0.146128868,0.527354691,-0.565612014,0.007532988,0.63914619,0.001813388,0.95940361,6.74E-12,0.600551854,0.003993449,0.642126302,0.001698698,brown
gle1,-0.501806893,0.020459261,-0.95148652,3.55E-11,0.410585116,0.064483657,0.98476546,6.73E-16,-0.163721111,0.478243376,-0.496382293,0.022090401,0.039266279,0.865806946,0.10484607,0.651056615,turquoise
ubxn1,-0.407858031,0.066454911,-0.938468438,3.23E-10,0.558160132,0.008550474,0.984737724,6.85E-16,-0.131100843,0.571090572,-0.437239277,0.047472279,-0.000606216,0.99791919,0.143963693,0.533557736,turquoise
g370,-0.211623555,0.35710862,0.444298447,0.043608728,0.251394506,0.271652601,-0.461731257,0.035109142,0.625370427,0.002431995,0.959036888,7.33E-12,0.614064959,0.00306377,0.660924611,0.001107,brown
g20850,-0.284673961,0.211031324,0.374389644,0.094511796,0.347164428,0.123096697,-0.361501774,0.107360624,0.647581791,0.001504551,0.959008382,7.38E-12,0.665179428,0.00100069,0.733875426,0.000152716,brown
mtap,-0.430624943,0.051327131,-0.946469782,8.87E-11,0.420614936,0.057612825,0.984733232,6.87E-16,-0.090592975,0.696142477,-0.502622175,0.020222672,-0.04181256,0.857188326,0.14676502,0.525538613,turquoise
ccnt2b,-0.388427905,0.081844052,-0.925027414,2.00E-09,0.440651321,0.045573161,0.984693711,7.03E-16,-0.239209577,0.296331916,-0.56340543,0.007823308,-0.066820092,0.773515478,0.009948385,0.965862171,turquoise
ackr3a,0.356411102,0.11277044,0.889327208,7.01E-08,-0.010971375,0.962354069,-0.775119014,3.68E-05,0.064988538,0.779573838,0.599521318,0.004073055,0.152042492,0.51058687,0.014220356,0.951217195,blue
ackr3b,0.003068575,0.989467529,0.213545828,0.352655082,0.468677873,0.032108816,-0.043632921,0.851036308,-0.286178217,0.208523895,0.25322936,0.268051901,0.298418761,0.188856983,-0.091680207,0.692666011,grey
ddx52,-0.430410333,0.051456113,-0.944964953,1.15E-10,0.531603335,0.013132833,0.984590565,7.50E-16,-0.159384531,0.490131781,-0.450019602,0.040660144,0.008997167,0.969124695,0.110266024,0.634205069,turquoise
tfip11,-0.425383187,0.054549288,-0.914118089,6.96E-09,0.501788956,0.020464491,0.984556046,7.66E-16,-0.188781878,0.412477292,-0.493308357,0.023059773,-0.004678246,0.983943119,0.08393421,0.717559962,turquoise
ahsa1b,-0.450219493,0.040560004,-0.926257891,1.72E-09,0.595090009,0.004430572,0.984502059,7.91E-16,-0.111848215,0.629317977,-0.380530082,0.088804659,0.062156603,0.788965377,0.202278902,0.379217705,turquoise
paics_ChrAur1,-0.345026729,0.125577373,-0.916779925,5.22E-09,0.495839678,0.022259109,0.984441352,8.21E-16,-0.197188896,0.39157817,-0.530337696,0.013393051,-0.093573483,0.686626396,0.071276596,0.758827847,turquoise
aco1,-0.524788326,0.01458382,-0.406616757,0.067367097,0.017284135,0.940723135,0.412961659,0.062802195,-0.261923638,0.251401592,-0.226249683,0.32404195,0.30725632,0.175464621,-0.089973976,0.698124378,blue
aco2_ChrAur1,0.33143125,0.142195582,0.933842613,6.31E-10,-0.28371216,0.212644988,-0.905607003,1.65E-08,0.206435823,0.369288853,0.595221204,0.004419624,0.149325899,0.518257722,0.048498757,0.834633674,blue
rcc1,-0.540319536,0.011450004,-0.939755993,2.65E-10,0.58124215,0.005719907,0.984379826,8.52E-16,-0.096228388,0.678188093,-0.334590445,0.138202757,0.151288455,0.512710564,0.2195774,0.338892064,turquoise
sft2d2b_ChrAur2,-0.48763668,0.024937117,-0.966896711,9.99E-13,0.412480063,0.063140218,0.984347712,8.69E-16,-0.144503907,0.532006904,-0.492167416,0.023428076,0.019156753,0.934313586,0.117190835,0.612926467,turquoise
katnbl1,-0.417418722,0.05973868,-0.943435496,1.48E-10,0.408657136,0.065872626,0.98419761,9.51E-16,-0.13740192,0.552560786,-0.538445999,0.011796033,-0.0594277,0.798041977,0.088880084,0.701631403,turquoise
nudt8,-0.4901782,0.0240814,-0.928754971,1.25E-09,0.599044334,0.004110346,0.984151603,9.77E-16,-0.131990543,0.568457816,-0.372046136,0.09675956,0.113124811,0.625385641,0.191841179,0.404802896,turquoise
acot19_ChrAur1,0.263773632,0.247946232,0.773336744,3.94E-05,-0.172770544,0.453909556,-0.798865103,1.41E-05,0.259848968,0.255313109,0.626865137,0.002357314,0.182632472,0.428140334,0.145498363,0.529157541,blue
gramd1c,-0.532381811,0.012974824,-0.931061833,9.23E-10,0.603740024,0.003755324,0.984148067,9.79E-16,-0.108465418,0.639784669,-0.333677808,0.13934797,0.15186932,0.511074224,0.218690331,0.340896074,turquoise
zc3h15,-0.495459751,0.022377846,-0.962564383,3.16E-12,0.502004458,0.020401727,0.984105516,1.00E-15,-0.125233096,0.588586031,-0.432094226,0.050450741,0.065815453,0.776837047,0.152677482,0.508801745,turquoise
sirt6,-0.527116203,0.014074299,-0.963162067,2.72E-12,0.436007174,0.048172861,0.983955278,1.10E-15,-0.112373653,0.627698278,-0.449097196,0.041124742,0.075091916,0.746316406,0.166296903,0.471251257,turquoise
LOC119019533,-0.32747281,0.147312461,0.293632341,0.196391722,0.454122768,0.03864273,-0.293421052,0.196728922,0.564042441,0.007738569,0.958825261,7.70E-12,0.717597689,0.000250127,0.708050755,0.000329033,brown
ndc1,-0.544419832,0.010721492,-0.960122308,5.71E-12,0.465078344,0.033637232,0.983948404,1.10E-15,-0.134650136,0.560619646,-0.419584994,0.058291452,0.106920231,0.644587777,0.160814376,0.486195917,turquoise
acot9.1,0.179373356,0.436568566,0.191905978,0.4046412,-0.614691236,0.003025506,-0.24036075,0.293943285,-0.43997736,0.045943546,-0.410951605,0.064222157,-0.262603876,0.250127498,-0.661645158,0.001088352,grey
acox1,0.468946228,0.031997094,0.977961831,2.19E-14,-0.397714475,0.074188807,-0.953175138,2.55E-11,0.147299549,0.524014925,0.480838244,0.027345263,-0.017737681,0.939170411,-0.099687599,0.667248905,blue
mgarpb,-0.509254565,0.018378287,-0.925323327,1.93E-09,0.554538381,0.009084199,0.983868361,1.15E-15,-0.071323847,0.758672534,-0.361834136,0.107014112,0.10013382,0.665842464,0.233532604,0.308285167,turquoise
acp1,-0.059886147,0.796515348,0.120267232,0.603567297,0.583776095,0.005463243,0.004367574,0.985009302,0.043075784,0.852918319,0.388466914,0.081810712,0.353434789,0.116023259,0.191644815,0.405293116,grey
acp2,0.305302132,0.178368297,0.843214294,1.59E-06,-0.272424536,0.232194905,-0.817194965,6.14E-06,0.102851692,0.657299481,0.483206739,0.026486262,0.134235676,0.561837944,-0.037825796,0.870689238,blue
wdr53,-0.44976411,0.04078842,-0.913328062,7.57E-09,0.584019268,0.005439122,0.983832896,1.18E-15,-0.135352774,0.558556943,-0.406691127,0.067312179,0.059668625,0.797239608,0.161550104,0.484176854,turquoise
acp6,-0.696172769,0.000456196,-0.746844381,0.000100469,0.398454022,0.07360313,0.717617758,0.00024998,0.089908463,0.698334246,-0.035985734,0.876932406,0.390977242,0.079686431,0.330509738,0.143375421,blue
acp7,0.644790638,0.001601397,-0.011591292,0.960228531,-0.474412522,0.029787164,0.000249326,0.9991442,-0.233725248,0.307874808,-0.745710955,0.000104315,-0.896226917,3.91E-08,-0.529594996,0.013547688,yellow
arl6ip4,-0.554697271,0.009060225,-0.942353733,1.76E-10,0.526902012,0.01412057,0.983828506,1.18E-15,-0.081074954,0.72682062,-0.362268186,0.106562808,0.135425863,0.558342574,0.228776376,0.31852176,turquoise
g5973,-0.583830796,0.005457809,-0.961182193,4.44E-12,0.456791383,0.037373129,0.983822877,1.19E-15,-0.1180269,0.610377124,-0.398350444,0.073684948,0.138731887,0.548684665,0.16211044,0.482641924,turquoise
acsf2,0.617074209,0.002883544,0.949622231,5.05E-11,-0.407281941,0.066877099,-0.908722593,1.22E-08,0.018704402,0.935861539,0.302349464,0.182817579,-0.205646618,0.371162362,-0.223187848,0.33080744,blue
acsf3,-0.692544618,0.000502566,-0.527415873,0.014009768,0.646220606,0.001551144,0.518782863,0.015967446,0.384217922,0.085501957,0.377687137,0.091414403,0.647217586,0.0015169,0.696398085,0.000453441,blue
cdca7a,-0.063333658,0.785058411,0.625868377,0.002406898,0.152536237,0.509198562,-0.634888542,0.001988512,0.571906573,0.006753108,0.958613017,8.07E-12,0.539844846,0.011536884,0.562503095,0.007944646,brown
g15308,-0.536740317,0.012118413,-0.940020522,2.55E-10,0.511456279,0.017796806,0.983804162,1.20E-15,-0.153710808,0.505903229,-0.404454032,0.068978989,0.119953742,0.60451831,0.154572265,0.503492929,turquoise
cwc25,-0.397763279,0.074150049,-0.911808174,8.87E-09,0.578994491,0.005955841,0.983792689,1.21E-15,-0.194557894,0.398054175,-0.457765652,0.036917825,0.00584028,0.979955429,0.096074593,0.678675913,turquoise
gemin5,-0.473199795,0.030266734,-0.926428919,1.68E-09,0.59542935,0.004402303,0.983762865,1.23E-15,-0.116662636,0.614539284,-0.375914138,0.093070359,0.089373933,0.700047392,0.200082336,0.384524503,turquoise
pmpca,-0.533492915,0.012751976,-0.939296636,2.85E-10,0.509707377,0.018257469,0.983760524,1.23E-15,-0.132416163,0.567200229,-0.40952231,0.06524656,0.117451232,0.612131997,0.163867081,0.477845746,turquoise
lsm12b,-0.392458401,0.078452512,-0.944907221,1.16E-10,0.425376488,0.054553503,0.983720334,1.26E-15,-0.105116721,0.650211133,-0.533479296,0.012754689,-0.080161006,0.729788566,0.121685034,0.599273961,turquoise
fbxl18,-0.517193204,0.016350876,-0.934755623,5.55E-10,0.505257623,0.019472827,0.983713016,1.26E-15,-0.128752933,0.578063849,-0.410458141,0.064574445,0.101408635,0.661830348,0.15376692,0.505746062,turquoise
acss2,-0.526218675,0.014269013,-0.24571448,0.282990896,0.002466904,0.991532603,0.162482613,0.481623776,-0.404143855,0.069212529,-0.01266682,0.956541444,0.528758613,0.013723558,-0.231749692,0.312098755,grey
g17295,-0.505058953,0.019528565,-0.949361823,5.29E-11,0.504559682,0.019669202,0.983706043,1.27E-15,-0.152841403,0.508341408,-0.433198504,0.049799677,0.083820049,0.717928989,0.129583632,0.575592477,turquoise
rrp9,-0.465428947,0.033485898,-0.945747856,1.00E-10,0.557781796,0.008604996,0.983512284,1.42E-15,-0.202689619,0.378230049,-0.430736061,0.051260446,0.066072453,0.775986987,0.094319515,0.684251545,turquoise
fam184ab,-0.36545251,0.103294168,0.382194186,0.087302862,0.228013574,0.320182297,-0.419408949,0.058408055,0.600199663,0.004020508,0.957536642,1.03E-11,0.748793121,9.41E-05,0.678306669,0.0007255,brown
actb2_ChrAur2,0.457465196,0.037057772,0.230041042,0.31578016,-0.329270581,0.144972797,-0.19056122,0.40800414,-0.273612094,0.230084801,-0.417124537,0.059937308,-0.487933703,0.024835882,-0.501711474,0.020487095,grey
b4galt7,-0.464296989,0.033976426,-0.942164742,1.82E-10,0.41098827,0.06419604,0.983510157,1.42E-15,-0.136868572,0.554118656,-0.50217971,0.020350799,-0.008902462,0.969449543,0.111541042,0.63026562,turquoise
actc1c_ChrAur1,0.383178885,0.08642311,0.731978227,0.000162044,-0.175141132,0.447643012,-0.692485082,0.00050336,0.214989675,0.349331297,0.444270012,0.043623786,-0.020238135,0.930614016,0.039779628,0.864068155,blue
g7859,-0.474440205,0.029776287,-0.924127776,2.23E-09,0.591103856,0.004774086,0.983475976,1.45E-15,-0.061227526,0.792052687,-0.366568763,0.102165867,0.080598859,0.728366219,0.249093415,0.276211019,turquoise
actc1c_ChrAur3,0.469515327,0.031761178,0.526278605,0.014255944,-0.209439745,0.362207348,-0.524027797,0.014753478,0.093423373,0.687104588,0.13190535,0.568709682,-0.217398158,0.343827713,-0.146141777,0.527317808,grey
actc1c_ChrAur4,0.218764874,0.340727405,0.359926269,0.10901431,0.018975326,0.934934405,-0.29892473,0.1880721,0.194786668,0.397488725,0.195104385,0.396704178,-0.016860238,0.942174541,0.043329043,0.852062711,grey
znf622,-0.395773031,0.075742947,-0.924072743,2.25E-09,0.540659838,0.011388049,0.983460488,1.46E-15,-0.191392902,0.405922487,-0.485527341,0.025665513,-0.016905421,0.942019829,0.088951202,0.701403218,turquoise
ebag9,-0.453317347,0.039032443,-0.949666845,5.00E-11,0.382926707,0.086647783,0.983389073,1.52E-15,-0.187372181,0.416040043,-0.546469475,0.01037176,-0.029400414,0.899331019,0.046774215,0.840439868,turquoise
actn1_ChrAur1,0.552897587,0.009334815,0.975911905,5.05E-14,-0.391242153,0.079464683,-0.9364575,4.35E-10,0.146229797,0.527066363,0.425238499,0.054640373,-0.118702579,0.60832,-0.128756762,0.578052447,blue
ddx51,-0.5273615,0.014021459,-0.924347728,2.17E-09,0.577123867,0.006158278,0.983383557,1.53E-15,-0.16849971,0.465312989,-0.369048126,0.099691997,0.142061965,0.539033806,0.157150018,0.496313971,turquoise
actn3b,-0.544795149,0.010656743,-0.281209101,0.216882782,0.773219623,3.95E-05,0.374918477,0.094009926,0.110158643,0.634537283,0.449052644,0.041147286,0.66708084,0.000956059,0.477340171,0.028654119,green
actn4,0.277154271,0.22386547,0.378658379,0.090516547,-0.680318693,0.000689643,-0.388429748,0.081842476,-0.545663417,0.010508171,-0.412966014,0.062799144,-0.277064126,0.224022363,-0.727619035,0.000185352,grey
zcchc17,-0.379049323,0.090156986,-0.917247586,4.95E-09,0.476019988,0.029160757,0.983378855,1.53E-15,-0.164395391,0.476407994,-0.524878962,0.014563706,-0.069038339,0.766194987,0.071660959,0.757564732,turquoise
ark2n,-0.454849763,0.038293575,-0.911581598,9.08E-09,0.56759885,0.007279216,0.983297753,1.60E-15,-0.146882588,0.525203306,-0.415288912,0.061188058,0.06121762,0.792085621,0.149251417,0.518468805,turquoise
actr2a_ChrAur1,-0.498121432,0.021556538,-0.299162554,0.187703941,-0.113507938,0.624207384,0.216859931,0.345053171,-0.321448855,0.155345103,-0.158868298,0.491556646,0.393886512,0.077276356,-0.155949804,0.499650274,grey
lnpa,-0.489516312,0.02430197,-0.92767141,1.44E-09,0.463723619,0.034227034,0.983271357,1.63E-15,-0.161910372,0.483189693,-0.460801201,0.035526968,0.040020554,0.863252313,0.124969703,0.589376672,turquoise
actr2a_ChrAur3,-0.061889487,0.789852692,0.168081129,0.46643844,-0.212810472,0.354354932,-0.180394672,0.433917997,-0.386834939,0.083214153,-0.007584866,0.973969516,0.15283178,0.508368426,-0.336939824,0.135285329,grey
actr3_ChrAur1,0.692461997,0.000503667,0.899493518,2.92E-08,-0.34138713,0.129882845,-0.796647211,1.55E-05,-0.014752919,0.949392455,0.187210082,0.416450786,-0.324479117,0.151267115,-0.252471839,0.269534785,blue
actr3_ChrAur2,0.328553388,0.145903015,-0.077294587,0.739120917,0.337458405,0.134647294,0.289385953,0.203243399,-0.084673445,0.715171833,-0.310926567,0.170098965,-0.379075055,0.090133357,0.033048454,0.886912787,grey
cnot4a,-0.536152282,0.0122312,-0.943663065,1.43E-10,0.444046516,0.043742277,0.983185039,1.71E-15,-0.128829054,0.577837196,-0.443261646,0.044160368,0.088974834,0.7013274,0.162676145,0.481094757,turquoise
mars2,-0.49679504,0.021962756,-0.938572124,3.18E-10,0.521385908,0.01535527,0.983118677,1.77E-15,-0.216736906,0.345333638,-0.437181177,0.047505137,0.090286426,0.697123744,0.07647321,0.7418017,turquoise
actr8,-0.8386564,2.05E-06,-0.780917363,2.94E-05,0.286665591,0.207715769,0.724503956,0.000203726,-0.255364607,0.263899813,-0.136853486,0.554162751,0.536557078,0.012153468,0.060358099,0.794944498,blue
ada2a,-0.475002463,0.029556051,-0.922459313,2.73E-09,0.493667504,0.022944797,0.983093839,1.80E-15,-0.181735955,0.430450053,-0.461200252,0.035347221,0.047113864,0.839295696,0.093492718,0.68688367,turquoise
mtx2,-0.431182892,0.050992962,-0.95616396,1.38E-11,0.400397637,0.07208045,0.982944533,1.95E-15,-0.136416794,0.555439811,-0.532511003,0.012948752,-0.052254375,0.822018243,0.101975663,0.660048644,turquoise
acvr1c,0.57844571,0.006014651,0.532449196,0.01296122,-0.402643467,0.070350636,-0.528129901,0.013856975,-0.127974109,0.580385047,-0.128042154,0.580182086,-0.415675116,0.060923274,-0.345924124,0.12453168,grey
caap1,-0.45629587,0.037606373,-0.915323049,6.12E-09,0.523781999,0.014808651,0.982895976,2.01E-15,-0.11454216,0.621031181,-0.429239058,0.052164451,0.036904076,0.873815649,0.162611956,0.481270185,turquoise
acvr2aa_ChrAur1,0.675252733,0.000782953,0.623404153,0.00253325,-0.676615164,0.000756861,-0.617669238,0.002848979,-0.081162678,0.726535945,-0.235182734,0.304780938,-0.586717816,0.005177307,-0.475387401,0.029406014,blue
acvr2aa_ChrAur2,0.355343293,0.113929767,0.80786118,9.47E-06,-0.372750664,0.096079731,-0.749821393,9.09E-05,-0.098690585,0.670395257,0.281663784,0.216108867,0.003510164,0.987951932,-0.241154187,0.292303863,blue
acvr2ba_ChrAur1,0.050966693,0.826339074,-0.042588448,0.85456517,-0.245052759,0.284330663,0.043184509,0.852550983,-0.355278108,0.114000817,-0.33924761,0.132462348,-0.143124453,0.53597116,-0.354578138,0.114765783,grey
rpain,-0.442936771,0.044334329,-0.934460938,5.79E-10,0.545670619,0.010506945,0.982848075,2.06E-15,-0.014827558,0.949136736,-0.393686051,0.07744065,0.021635455,0.925835623,0.256731007,0.261264282,turquoise
acvrl1,0.603657313,0.003761349,0.988590473,4.38E-17,-0.30936196,0.172372328,-0.934791366,5.52E-10,0.139536111,0.546346797,0.44275224,0.044433376,-0.133230806,0.564796613,-0.101355179,0.661998407,blue
acy1,0.499001316,0.021290395,0.696230588,0.000455488,-0.605092853,0.003657921,-0.673548397,0.000816666,-0.226406668,0.323697322,-0.082833424,0.721120795,-0.318049453,0.160010348,-0.544639758,0.010683512,blue
gtf3aa,-0.449660079,0.040840741,-0.910618151,1.00E-08,0.544237565,0.010753052,0.982799424,2.12E-15,-0.072595498,0.754496084,-0.405790344,0.067979633,0.029624361,0.898568001,0.21387988,0.351884452,turquoise
ada,0.607185271,0.00351142,0.954233001,2.06E-11,-0.308014332,0.174347077,-0.906404263,1.53E-08,0.081081638,0.72679893,0.384178029,0.085537189,-0.148628795,0.520234919,-0.161515359,0.48427211,blue
tktb,-0.412474469,0.063144152,-0.944859112,1.17E-10,0.38600912,0.083931113,0.982798363,2.12E-15,-0.208510953,0.364388506,-0.580192855,0.00582907,-0.063687837,0.783883764,0.025460489,0.912768247,turquoise
ttc39c_ChrAur1,-0.233871629,0.30756322,0.52157155,0.015312346,0.071039955,0.759605803,-0.570944952,0.006867746,0.626126096,0.002393994,0.953442777,2.42E-11,0.647203531,0.001517378,0.615247754,0.00299184,brown
mettl8,-0.530148997,0.013432204,-0.929441966,1.14E-09,0.526359594,0.014238298,0.982765236,2.16E-15,-0.117519028,0.611925221,-0.381604756,0.087832634,0.116646432,0.614588787,0.182559316,0.428328559,turquoise
LOC119011266,-0.501360601,0.020589707,-0.934120996,6.07E-10,0.585061716,0.005336713,0.982731836,2.20E-15,-0.080426557,0.728925833,-0.361097744,0.107782952,0.113725872,0.62353755,0.230688662,0.314381748,turquoise
adam10a_ChrAur2,0.407664951,0.066596185,0.967273884,8.98E-13,-0.449125552,0.041110399,-0.9522395,3.07E-11,0.17626064,0.44469943,0.481925251,0.026948333,0.035804442,0.877547902,-0.067901332,0.769944897,blue
adam11_ChrAur1,0.162479453,0.481632416,0.114510408,0.621128601,-0.157112127,0.496419134,0.01379522,0.952674023,-0.393214468,0.07782818,-0.324179997,0.151666291,-0.217292998,0.344066945,-0.401570157,0.071173392,grey
adam11_ChrAur2,0.553706984,0.00921049,0.809973451,8.60E-06,-0.471138095,0.03109598,-0.78133017,2.90E-05,-0.181174599,0.43189966,0.132644731,0.566525383,-0.256443778,0.261816902,-0.434038382,0.049308843,blue
adam12,0.501581459,0.02052507,0.874824736,2.13E-07,-0.481896121,0.02695891,-0.849699954,1.09E-06,-0.213144101,0.353583127,0.197476375,0.390874141,-0.143492633,0.534911756,-0.410853996,0.064291725,blue
clocka_ChrAur1,-0.537279436,0.012015753,-0.935881601,4.73E-10,0.472941549,0.030369639,0.982717611,2.21E-15,-0.127146927,0.58285475,-0.420835135,0.057468522,0.103992882,0.653724571,0.153648732,0.506077129,turquoise
adam15,0.194542367,0.39809257,0.293166474,0.197135724,-0.285775476,0.209193267,-0.342420774,0.128649549,0.027019691,0.907447604,0.081478686,0.72551074,-0.079403539,0.732251179,-0.082984307,0.720632385,grey
LOC119028282,-0.167024851,0.46928464,0.577200404,0.006149885,0.191972175,0.404476051,-0.572037528,0.006737619,0.452037981,0.03965777,0.951676628,3.42E-11,0.627450267,0.002328608,0.502959766,0.020125349,brown
